capture_frame_index,elapsed_start_seconds,event_count,FrameTime_ms,RenderThreadTime_ms,GameThreadTime_ms,RHIThreadTime_ms,PhysicsVerbose/AllWorkers/StepSolver_ms,PhysicsVerbose/AllWorkers/StepSolver_Integrate_ms,PhysicsVerbose/AllWorkers/StepSolver_KinematicTargets_ms,PhysicsVerbose/AllWorkers/StepSolver_UpdateConstraintPositionBasedState_ms,PhysicsVerbose/AllWorkers/StepSolver_ComputeIntermediateSpatialAcceleration_ms,PhysicsVerbose/AllWorkers/StepSolver_IntegrateKinematicSpatial_ms,PhysicsVerbose/AllWorkers/DetectCollisions_BroadPhase_ms,PhysicsVerbose/AllWorkers/DetectCollisions_NarrowPhase_ms,PhysicsVerbose/AllWorkers/StepSolver_DetectCollisions_ms,PhysicsVerbose/AllWorkers/CCD_ms,PhysicsVerbose/AllWorkers/StepSolver_CreateConstraintGraph_ms,PhysicsVerbose/AllWorkers/StepSolver_CreateIslands_ms,PhysicsVerbose/AllWorkers/StepSolver_PruneCollisions_ms,PhysicsVerbose/AllWorkers/StepSolver_ReloadCacheTotalSerialized_ms,PhysicsVerbose/AllWorkers/StepSolver_BuildGroups_ms,PhysicsVerbose/AllWorkers/StepSolver_PerIslandSolve_ms,PhysicsVerbose/AllWorkers/StepSolver_CCDCorrection_ms,PhysicsVerbose/AllWorkers/StepSolver_SavePostSolve_ms,PhysicsVerbose/AllWorkers/StepSolver_DeactivateSleep_ms,PhysicsVerbose/AllWorkers/StepSolver_AdvanceOneTimeStepImpl_ms,PhysicsVerbose/AllWorkers/StepSolver_PullData_ms,PhysicsVerbose/AllWorkers/StepSolver_IslandEndTick_ms,PhysicsVerbose/GameThread/AcquireSceneWriteLock_ms,ONEPhysicality/GameThread/RegionalDamage_ms,ONEPhysicality/GameThread/BloodFixedStep_ms,ONEPhysicality/GameThread/StumpCollisionTransfer_ms,ONEPhysicality/GameThread/RagdollInitialize_ms,PhysicsVerbose/AllWorkers/StepSolver_Gather_ms,Chaos/AllWorkers/ApplyConstraints_ms,PhysicsVerbose/AllWorkers/StepSolver_Scatter_ms,ONEPhysicality/GameThread/RagdollRest_ms,ONEPhysicality/GameThread/PartInitialize_ms,PhysicsCounters/NumDisabledBodies_native,PhysicsCounters/NumBodies_native,PhysicsCounters/NumDynamicBodies_native,PhysicsCounters/NumKinematicBodies_native,PhysicsCounters/NumStaticBodies_native,PhysicsCounters/NumMovingBodies_native,PhysicsCounters/NumGeometryCollectionBodies_native,PhysicsCounters/NumIslands_native,PhysicsCounters/NumIslandGroups_native,PhysicsCounters/NumContacts_native,PhysicsCounters/NumJoints_native,PhysicsCounters/NumCharacterGroundConstraints_native,PhysicsCounters/NumValidConstraints_native,PhysicsCounters/NumActiveConstraints_native,PhysicsCounters/NumRestoredConstraints_native,PhysicsCounters/NumManifoldPoints_native,PhysicsCounters/NumActiveManifoldPoints_native,PhysicsCounters/NumRestoredManifoldPoints_native,PhysicsCounters/NumUpdatedManifoldPoints_native,PhysicsCounters/NumStaticShapes_native,PhysicsCounters/NumKinematicShapes_native,PhysicsCounters/NumDynamicShapes_native,PhysicsCounters/NumBroadPhasePairs_native,PhysicsCounters/NumMidPhases_native,PhysicsCounters/NumPositionIterations_native,PhysicsCounters/NumVelocityIterations_native,PhysicsCounters/NumProjectionIterations_native,ONEPhysicality/Live_native,ONEPhysicality/RigidBodies_native,ONEPhysicality/Awake_native,ONEPhysicality/Wounds_native,ONEPhysicality/Phase_native,ONEPhysicality/Droplets_native,ONEPhysicality/Pools_native,ONEPhysicality/ProjectionTraces_native
3921,32.67627520000002,0,8.4073,2.2689,1.8627,1.4732,0.4478,0.008,0.0053,0.0004,0.058,0.0754,0.0483,0.0375,0.1013,0.0003,0.0075,0.0034,0.0006,0.0001,0.0167,0.1012,0.0007,0.0001,0.0061,0.3443,0.03,0.0,0.0034,0.0,0.0,0.0,0.0,0.0216,0.0293,0.0062,0.0,0.0,0.0,89.0,16.0,10.0,63.0,21.0,0.0,2.0,1.0,3.0,14.0,0.0,3.0,2.0,2.0,10.0,7.0,8.0,0.0,0.0,0.0,14.0,45.0,9.0,8.0,2.0,1.0,0.0,16.0,13.0,3.0,3.0,0.0,0.0,0.0
3922,32.68468250000002,0,8.1906,2.133,1.7552,1.4766,0.4007,0.0061,0.0057,0.0003,0.0536,0.0691,0.0371,0.0332,0.0875,0.0002,0.008,0.0033,0.0009,0.0002,0.0172,0.093,0.0011,0.0001,0.0058,0.3101,0.0254,0.0,0.0036,0.0,0.0,0.0,0.0,0.0225,0.029,0.0047,0.0,0.0,0.0,89.0,16.0,10.0,63.0,21.0,0.0,2.0,1.0,3.0,14.0,0.0,3.0,2.0,2.0,9.0,6.0,8.0,0.0,0.0,0.0,14.0,45.0,9.0,8.0,2.0,1.0,0.0,16.0,13.0,3.0,3.0,0.0,0.0,0.0
3923,32.69287310000002,0,8.4214,2.209,1.8143,1.4002,0.4789,0.0096,0.0075,0.0004,0.0442,0.0655,0.0539,0.0324,0.1065,0.0003,0.009,0.0038,0.0011,0.0003,0.0183,0.1148,0.0009,0.0002,0.0078,0.361,0.0385,0.0002,0.0033,0.0,0.0,0.0,0.0,0.0259,0.0324,0.0061,0.0,0.0,0.0,89.0,16.0,10.0,63.0,21.0,0.0,2.0,1.0,3.0,14.0,0.0,3.0,2.0,2.0,9.0,6.0,8.0,0.0,0.0,0.0,14.0,47.0,10.0,8.0,2.0,1.0,0.0,16.0,13.0,3.0,3.0,0.0,0.0,0.0
3924,32.701294500000024,0,8.3377,2.1002,1.772,1.4517,0.4091,0.0078,0.0059,0.0004,0.0498,0.0679,0.0346,0.034,0.0868,0.0003,0.0073,0.0036,0.0008,0.0001,0.0159,0.0971,0.0007,0.0002,0.0059,0.3133,0.0289,0.0001,0.0038,0.0,0.0,0.0,0.0,0.0216,0.0298,0.0048,0.0,0.0,0.0,89.0,16.0,10.0,63.0,21.0,0.0,2.0,1.0,3.0,14.0,0.0,3.0,2.0,2.0,9.0,5.0,8.0,0.0,0.0,0.0,14.0,47.0,10.0,8.0,2.0,1.0,0.0,16.0,13.0,3.0,3.0,0.0,0.0,0.0
3925,32.70963220000002,0,8.2626,1.8339,1.6796,1.3595,0.3781,0.0053,0.0044,0.0003,0.0463,0.0596,0.0351,0.0294,0.0814,0.0002,0.0076,0.0033,0.0009,0.0001,0.0168,0.0928,0.0006,0.0001,0.0054,0.2964,0.0239,0.0,0.0029,0.0,0.0332,0.0,0.0,0.0219,0.0296,0.0049,0.0107,0.0,0.0,89.0,16.0,10.0,63.0,21.0,0.0,2.0,1.0,3.0,14.0,0.0,3.0,2.0,2.0,11.0,6.0,8.0,0.0,0.0,0.0,14.0,47.0,10.0,8.0,2.0,1.0,0.0,16.0,13.0,3.0,3.0,5.0,9.0,4.0
3926,32.717894800000025,0,8.2689,2.1241,1.7291,1.4299,0.4449,0.0081,0.0047,0.0002,0.052,0.0686,0.0387,0.0358,0.0946,0.0003,0.0073,0.004,0.0007,0.0002,0.0175,0.1248,0.0008,0.0001,0.0067,0.3547,0.0268,0.0,0.0025,0.0,0.0,0.0,0.0,0.027,0.0378,0.007,0.0,0.0,0.0,89.0,16.0,10.0,63.0,21.0,0.0,2.0,1.0,3.0,14.0,0.0,3.0,2.0,2.0,11.0,7.0,8.0,0.0,0.0,0.0,14.0,47.0,10.0,8.0,2.0,1.0,0.0,16.0,13.0,3.0,3.0,0.0,0.0,0.0
3927,32.72616370000002,0,8.3507,1.8849,1.591,1.2262,0.4034,0.0057,0.0046,0.0004,0.0438,0.0578,0.0352,0.0364,0.087,0.0003,0.0082,0.0058,0.0007,0.0003,0.0172,0.1069,0.0011,0.0001,0.0065,0.3195,0.0221,0.0001,0.0033,0.0,0.0,0.0,0.0,0.0251,0.0348,0.0063,0.0,0.0,0.0,89.0,16.0,10.0,63.0,21.0,0.0,2.0,1.0,4.0,14.0,0.0,4.0,2.0,2.0,12.0,6.0,8.0,0.0,0.0,0.0,14.0,47.0,10.0,8.0,2.0,1.0,0.0,16.0,13.0,3.0,3.0,0.0,0.0,0.0
3928,32.73451440000002,0,8.277,1.7456,1.6663,1.2048,0.4105,0.0062,0.0045,0.0004,0.0414,0.0558,0.0374,0.0334,0.0877,0.0002,0.0083,0.0057,0.0006,0.0001,0.0182,0.1057,0.0007,0.0001,0.0061,0.319,0.0292,0.0001,0.0026,0.0,0.0,0.0,0.0,0.0231,0.0298,0.0058,0.0,0.0,0.0,89.0,16.0,10.0,63.0,21.0,0.0,2.0,1.0,5.0,14.0,0.0,5.0,2.0,2.0,16.0,6.0,8.0,0.0,0.0,0.0,14.0,47.0,10.0,8.0,2.0,1.0,0.0,16.0,13.0,3.0,3.0,0.0,0.0,0.0
3929,32.74279140000002,0,8.3744,1.7395,1.603,1.3034,0.4114,0.0074,0.0037,0.0005,0.0528,0.0674,0.0391,0.0334,0.0916,0.0002,0.0065,0.0036,0.0007,0.0001,0.0175,0.1054,0.0007,0.0001,0.0058,0.3216,0.0259,0.0001,0.0035,0.0,0.0,0.0,0.0,0.0238,0.0297,0.0059,0.0,0.0,0.0,89.0,16.0,10.0,63.0,21.0,0.0,2.0,1.0,5.0,14.0,0.0,5.0,2.0,2.0,16.0,6.0,8.0,0.0,0.0,0.0,14.0,47.0,10.0,8.0,2.0,1.0,0.0,16.0,13.0,3.0,3.0,0.0,0.0,0.0
3930,32.751165800000024,0,8.3697,1.9522,1.7125,1.5226,0.4314,0.0074,0.0058,0.0004,0.0489,0.0667,0.0373,0.034,0.092,0.0002,0.0074,0.0035,0.0011,0.0003,0.0187,0.1109,0.0007,0.0,0.0062,0.335,0.0307,0.0002,0.0034,0.0,0.0,0.0,0.0,0.026,0.033,0.0062,0.0,0.0,0.0,89.0,16.0,10.0,63.0,21.0,0.0,2.0,1.0,5.0,14.0,0.0,5.0,2.0,2.0,16.0,6.0,8.0,0.0,0.0,0.0,14.0,49.0,11.0,8.0,2.0,1.0,0.0,16.0,13.0,3.0,3.0,0.0,0.0,0.0
3931,32.75953550000003,0,8.3554,1.7617,1.7042,1.2941,0.4114,0.0066,0.0049,0.0004,0.0461,0.0611,0.0336,0.0336,0.0873,0.0001,0.0065,0.0031,0.0008,0.0003,0.0161,0.1178,0.0007,0.0001,0.0058,0.3227,0.0285,0.0,0.0033,0.0,0.0,0.0,0.0,0.0269,0.0332,0.0057,0.0,0.0,0.0,89.0,16.0,10.0,63.0,21.0,0.0,2.0,1.0,5.0,14.0,0.0,5.0,2.0,2.0,16.0,6.0,8.0,0.0,0.0,0.0,14.0,49.0,11.0,8.0,2.0,1.0,0.0,16.0,13.0,3.0,3.0,0.0,0.0,0.0
3932,32.767890900000026,0,8.2281,1.7999,1.6718,1.4012,0.4203,0.007,0.0058,0.0004,0.0433,0.0598,0.038,0.0383,0.0981,0.0003,0.0074,0.0042,0.0007,0.0002,0.0174,0.104,0.0008,0.0001,0.0067,0.3297,0.0278,0.0001,0.003,0.0,0.0,0.0,0.0,0.0234,0.0293,0.0049,0.0,0.0,0.0,89.0,16.0,10.0,63.0,21.0,0.0,2.0,1.0,5.0,14.0,0.0,5.0,2.0,2.0,13.0,6.0,8.0,0.0,0.0,0.0,14.0,51.0,12.0,8.0,2.0,1.0,0.0,16.0,13.0,3.0,3.0,0.0,0.0,0.0
3933,32.77611900000002,0,8.3442,1.7401,1.6233,1.4155,0.414,0.0066,0.0041,0.0003,0.0531,0.0672,0.0339,0.0385,0.0886,0.0002,0.0068,0.0035,0.0008,0.0001,0.0177,0.113,0.0007,0.0,0.0061,0.3309,0.0255,0.0,0.0031,0.0,0.0,0.0,0.0,0.0253,0.0336,0.006,0.0,0.0,0.0,89.0,16.0,10.0,63.0,21.0,0.0,2.0,1.0,5.0,14.0,0.0,5.0,2.0,2.0,13.0,6.0,8.0,0.0,0.0,0.0,14.0,51.0,12.0,8.0,2.0,1.0,0.0,16.0,13.0,3.0,3.0,0.0,0.0,0.0
3934,32.784463200000026,0,8.3608,1.8422,1.6104,1.286,0.4187,0.0069,0.0057,0.0003,0.0456,0.0618,0.037,0.0387,0.0971,0.0003,0.0066,0.0031,0.0008,0.0002,0.0167,0.1024,0.0007,0.0001,0.0066,0.3256,0.0291,0.0001,0.0033,0.0,0.0,0.0,0.0,0.0228,0.0291,0.0056,0.0,0.0,0.0,89.0,16.0,10.0,63.0,21.0,0.0,2.0,1.0,5.0,14.0,0.0,5.0,3.0,2.0,13.0,7.0,8.0,0.0,0.0,0.0,14.0,51.0,12.0,8.0,2.0,1.0,0.0,16.0,13.0,3.0,3.0,0.0,0.0,0.0
3935,32.792824000000024,0,8.2295,1.7728,1.583,1.1958,0.4219,0.0082,0.0044,0.0002,0.0573,0.073,0.0366,0.0391,0.0965,0.0002,0.0072,0.0037,0.0008,0.0002,0.0176,0.1047,0.0007,0.0002,0.0064,0.3388,0.026,0.0,0.003,0.0,0.0,0.0,0.0,0.0221,0.031,0.0048,0.0,0.0,0.0,89.0,16.0,10.0,63.0,21.0,0.0,2.0,1.0,5.0,14.0,0.0,5.0,2.0,3.0,13.0,7.0,9.0,0.0,0.0,0.0,14.0,51.0,12.0,8.0,2.0,1.0,0.0,16.0,13.0,3.0,3.0,0.0,0.0,0.0
3936,32.80105350000002,0,8.4439,1.8864,1.5757,1.4193,0.4459,0.0077,0.0062,0.0003,0.0513,0.0687,0.0352,0.0389,0.0947,0.0002,0.0076,0.0034,0.0008,0.0002,0.0192,0.1194,0.0008,0.0,0.006,0.3495,0.0295,0.0001,0.0028,0.0,0.0,0.0,0.0,0.0272,0.0367,0.0072,0.0,0.0,0.0,89.0,16.0,10.0,63.0,21.0,0.0,2.0,1.0,5.0,14.0,0.0,5.0,2.0,3.0,16.0,6.0,12.0,0.0,0.0,0.0,14.0,51.0,12.0,8.0,2.0,1.0,0.0,16.0,13.0,3.0,3.0,0.0,0.0,0.0
3937,32.809497400000026,0,8.2588,1.8052,1.6276,1.3734,0.4052,0.0071,0.0041,0.0002,0.0565,0.0714,0.0426,0.0353,0.0995,0.0001,0.007,0.0033,0.0007,0.0003,0.0165,0.095,0.0007,0.0001,0.0054,0.3226,0.0231,0.0001,0.0028,0.0,0.0285,0.0,0.0,0.0234,0.0298,0.0053,0.0106,0.0,0.0,89.0,16.0,10.0,63.0,21.0,0.0,2.0,1.0,5.0,14.0,0.0,5.0,2.0,2.0,16.0,6.0,8.0,0.0,0.0,0.0,14.0,55.0,13.0,8.0,2.0,1.0,0.0,16.0,13.0,3.0,3.0,5.0,9.0,5.0
3938,32.81775620000003,0,8.347,1.9651,1.5815,1.4765,0.4183,0.0056,0.0056,0.0002,0.0484,0.0632,0.0377,0.0398,0.1,0.0003,0.0078,0.0035,0.0008,0.0002,0.0164,0.1023,0.0014,0.0001,0.0066,0.3278,0.0302,0.0001,0.0033,0.0,0.0,0.0,0.0,0.0225,0.0313,0.0052,0.0,0.0,0.0,89.0,16.0,10.0,63.0,21.0,0.0,2.0,1.0,5.0,14.0,0.0,5.0,3.0,3.0,16.0,7.0,12.0,0.0,0.0,0.0,14.0,55.0,13.0,8.0,2.0,1.0,0.0,16.0,13.0,3.0,3.0,0.0,0.0,0.0
3939,32.82610320000003,0,8.3133,1.7757,1.5369,1.2982,0.3937,0.0079,0.0041,0.0004,0.0407,0.0561,0.0466,0.0285,0.0968,0.0003,0.008,0.0051,0.0009,0.0002,0.0153,0.1018,0.0007,0.0001,0.0055,0.3161,0.0217,0.0001,0.0035,0.0,0.0,0.0,0.0,0.0231,0.0299,0.0046,0.0,0.0,0.0,89.0,16.0,10.0,63.0,21.0,0.0,2.0,1.0,6.0,14.0,0.0,6.0,2.0,3.0,17.0,6.0,12.0,0.0,0.0,0.0,14.0,55.0,13.0,8.0,2.0,1.0,0.0,16.0,13.0,3.0,3.0,0.0,0.0,0.0
3940,32.834416500000025,0,8.3413,1.8008,1.5684,1.289,0.3885,0.0058,0.0054,0.0003,0.0451,0.0597,0.0369,0.0379,0.0917,0.0003,0.0061,0.0035,0.0008,0.0003,0.0157,0.0916,0.0007,0.0001,0.0058,0.3032,0.0268,0.0,0.003,0.0,0.0,0.0,0.0,0.0219,0.0295,0.0052,0.0,0.0,0.0,89.0,16.0,10.0,63.0,21.0,0.0,2.0,1.0,6.0,14.0,0.0,6.0,2.0,3.0,17.0,7.0,12.0,0.0,0.0,0.0,14.0,55.0,13.0,8.0,2.0,1.0,0.0,16.0,13.0,3.0,3.0,0.0,0.0,0.0
3941,32.84275780000002,0,8.2739,1.7725,1.5703,1.4845,0.4187,0.0062,0.0056,0.0003,0.0441,0.0592,0.0313,0.0373,0.0885,0.0003,0.0081,0.0037,0.0008,0.0002,0.0179,0.1215,0.0007,0.0001,0.0064,0.3345,0.0254,0.0001,0.0031,0.0,0.0,0.0,0.0,0.0271,0.0296,0.0055,0.0,0.0,0.0,89.0,16.0,10.0,63.0,21.0,0.0,2.0,1.0,6.0,14.0,0.0,6.0,2.0,3.0,17.0,6.0,12.0,0.0,0.0,0.0,14.0,55.0,13.0,8.0,2.0,1.0,0.0,16.0,13.0,3.0,3.0,0.0,0.0,0.0
3942,32.85103170000002,0,8.4062,1.8088,1.5269,1.4251,0.4134,0.0059,0.0041,0.0004,0.0497,0.063,0.0355,0.041,0.0946,0.0002,0.0068,0.0033,0.0009,0.0002,0.0191,0.1024,0.0012,0.0002,0.006,0.3283,0.0262,0.0001,0.0029,0.0,0.0,0.0,0.0,0.0244,0.0313,0.0057,0.0,0.0,0.0,89.0,16.0,10.0,63.0,21.0,0.0,2.0,1.0,6.0,14.0,0.0,6.0,4.0,3.0,17.0,8.0,12.0,0.0,0.0,0.0,14.0,55.0,13.0,8.0,2.0,1.0,0.0,16.0,13.0,3.0,3.0,0.0,0.0,0.0
3943,32.859437900000025,0,8.2715,1.8346,1.5826,1.3452,0.4326,0.0056,0.0042,0.0004,0.0443,0.0573,0.0402,0.0369,0.0967,0.0003,0.0069,0.0032,0.0009,0.0001,0.0183,0.1297,0.0007,0.0,0.0055,0.3472,0.0293,0.0001,0.0036,0.0,0.0,0.0,0.0,0.027,0.0386,0.0071,0.0,0.0,0.0,89.0,16.0,10.0,63.0,21.0,0.0,2.0,1.0,6.0,14.0,0.0,6.0,4.0,3.0,19.0,7.0,12.0,0.0,0.0,0.0,14.0,57.0,14.0,8.0,2.0,1.0,0.0,16.0,13.0,3.0,3.0,0.0,0.0,0.0
3944,32.867709400000024,0,8.3801,1.8229,1.5517,1.2068,0.437,0.0062,0.0043,0.0003,0.0433,0.0571,0.0455,0.0402,0.1074,0.0002,0.0077,0.0034,0.0009,0.0002,0.0173,0.1169,0.0008,0.0001,0.0068,0.3474,0.0274,0.0001,0.0031,0.0,0.0,0.0,0.0,0.0261,0.0338,0.0059,0.0,0.0,0.0,89.0,16.0,10.0,63.0,21.0,0.0,2.0,1.0,6.0,14.0,0.0,6.0,2.0,3.0,19.0,5.0,12.0,0.0,0.0,0.0,14.0,59.0,15.0,8.0,2.0,1.0,0.0,16.0,13.0,3.0,3.0,0.0,0.0,0.0
3945,32.87608950000002,0,8.2589,1.7042,1.5233,1.1876,0.4033,0.006,0.0059,0.0004,0.0414,0.0567,0.0354,0.0405,0.0962,0.0008,0.0074,0.0035,0.0011,0.0003,0.0183,0.0992,0.0007,0.0001,0.0056,0.3192,0.0256,0.0001,0.0033,0.0,0.0,0.0,0.0,0.0236,0.0297,0.0051,0.0,0.0,0.0,89.0,16.0,10.0,63.0,21.0,0.0,2.0,1.0,6.0,14.0,0.0,6.0,2.0,3.0,19.0,6.0,12.0,0.0,0.0,0.0,14.0,59.0,15.0,8.0,2.0,1.0,0.0,16.0,13.0,3.0,3.0,0.0,0.0,0.0
3946,32.88434840000002,0,8.3632,1.8596,1.4986,1.328,0.4167,0.0071,0.0039,0.0003,0.0567,0.0711,0.0368,0.0377,0.0931,0.0003,0.0075,0.0036,0.0007,0.0001,0.0172,0.111,0.0007,0.0001,0.0055,0.336,0.0263,0.0,0.0031,0.0,0.0,0.0,0.0,0.0256,0.0354,0.0059,0.0,0.0,0.0,89.0,16.0,10.0,63.0,21.0,0.0,2.0,1.0,6.0,14.0,0.0,6.0,4.0,3.0,19.0,10.0,12.0,0.0,0.0,0.0,14.0,61.0,16.0,8.0,2.0,1.0,0.0,16.0,13.0,3.0,3.0,0.0,0.0,0.0
3947,32.89271160000002,0,8.3476,1.8985,1.5367,1.2218,0.4122,0.0061,0.0041,0.0003,0.0437,0.0576,0.0409,0.0349,0.0954,0.0001,0.007,0.0034,0.0009,0.0001,0.0163,0.1126,0.0007,0.0001,0.0062,0.3265,0.0288,0.0001,0.0031,0.0,0.0,0.0,0.0,0.0236,0.0318,0.0057,0.0,0.0,0.0,89.0,16.0,10.0,63.0,21.0,0.0,2.0,1.0,6.0,14.0,0.0,6.0,4.0,3.0,21.0,10.0,12.0,0.0,0.0,0.0,14.0,61.0,16.0,8.0,2.0,1.0,0.0,16.0,13.0,3.0,3.0,0.0,0.0,0.0
3948,32.90105920000002,0,8.3275,1.8663,1.5513,1.2423,0.4136,0.0057,0.0041,0.0003,0.0486,0.0614,0.0413,0.0421,0.1032,0.0002,0.0073,0.0034,0.0009,0.0003,0.0174,0.1082,0.0006,0.0001,0.0058,0.3349,0.0199,0.0001,0.0035,0.0,0.0,0.0,0.0,0.0267,0.0363,0.0059,0.0,0.0,0.0,89.0,16.0,10.0,63.0,21.0,0.0,2.0,1.0,6.0,14.0,0.0,6.0,5.0,3.0,21.0,10.0,12.0,0.0,0.0,0.0,14.0,61.0,16.0,8.0,2.0,1.0,0.0,16.0,13.0,3.0,3.0,0.0,0.0,0.0
3949,32.90938670000002,0,8.3402,1.7939,1.5613,1.2372,0.4217,0.0055,0.0051,0.0003,0.0404,0.055,0.036,0.0376,0.0924,0.0002,0.0071,0.0037,0.0016,0.0002,0.0172,0.1197,0.0011,0.0,0.0065,0.3293,0.0301,0.0,0.0022,0.0,0.0345,0.0,0.0,0.0251,0.0363,0.0064,0.0094,0.0,0.0,89.0,16.0,10.0,63.0,21.0,0.0,2.0,1.0,6.0,14.0,0.0,6.0,5.0,2.0,21.0,7.0,8.0,0.0,0.0,0.0,14.0,61.0,16.0,8.0,2.0,1.0,0.0,16.0,13.0,3.0,3.0,6.0,9.0,5.0
3950,32.91772690000002,0,8.3343,1.8985,1.5355,1.328,0.4072,0.0058,0.0036,0.0003,0.048,0.0606,0.0434,0.0401,0.104,0.0003,0.0072,0.0035,0.0016,0.0007,0.017,0.0979,0.0013,0.0001,0.0056,0.3261,0.025,0.0,0.0036,0.0,0.0,0.0,0.0,0.024,0.0313,0.005,0.0,0.0,0.0,89.0,16.0,10.0,63.0,21.0,0.0,2.0,1.0,6.0,14.0,0.0,6.0,4.0,3.0,21.0,6.0,12.0,0.0,0.0,0.0,14.0,59.0,15.0,8.0,2.0,1.0,0.0,16.0,13.0,3.0,3.0,0.0,0.0,0.0
3951,32.92606120000002,0,8.3441,1.8518,1.5493,1.466,0.4113,0.0053,0.0037,0.0004,0.0547,0.0677,0.0374,0.0365,0.0954,0.0003,0.0067,0.003,0.0006,0.0002,0.0162,0.1026,0.0005,0.0001,0.0062,0.3263,0.0256,0.0001,0.0036,0.0,0.0,0.0,0.0,0.0257,0.0335,0.0058,0.0,0.0,0.0,89.0,16.0,10.0,63.0,21.0,0.0,2.0,1.0,6.0,14.0,0.0,6.0,4.0,3.0,18.0,7.0,9.0,0.0,0.0,0.0,14.0,59.0,15.0,8.0,2.0,1.0,0.0,16.0,13.0,3.0,3.0,0.0,0.0,0.0
3952,32.93440530000002,0,8.3612,1.7852,1.5173,1.3402,0.3916,0.0042,0.0044,0.0002,0.0415,0.0532,0.0398,0.0354,0.0929,0.0002,0.0066,0.0028,0.0007,0.0002,0.0159,0.1155,0.0008,0.0001,0.0049,0.3144,0.0224,0.0001,0.0032,0.0,0.0,0.0,0.0,0.0281,0.0378,0.0068,0.0,0.0,0.0,89.0,16.0,10.0,63.0,21.0,0.0,2.0,1.0,6.0,14.0,0.0,6.0,2.0,2.0,18.0,5.0,8.0,0.0,0.0,0.0,14.0,63.0,17.0,8.0,2.0,1.0,0.0,16.0,13.0,3.0,3.0,0.0,0.0,0.0
3953,32.942766500000026,0,8.2213,1.8643,1.5464,1.2246,0.3859,0.0059,0.0036,0.0003,0.0488,0.0613,0.0397,0.0451,0.1053,0.0003,0.0065,0.0032,0.0007,0.0001,0.0157,0.0967,0.0007,0.0001,0.0053,0.3178,0.0186,0.0,0.0032,0.0,0.0,0.0,0.0,0.0231,0.0299,0.0047,0.0,0.0,0.0,89.0,16.0,10.0,63.0,21.0,0.0,2.0,1.0,6.0,14.0,0.0,6.0,2.0,3.0,18.0,5.0,9.0,0.0,0.0,0.0,14.0,63.0,17.0,8.0,2.0,1.0,0.0,16.0,13.0,3.0,3.0,0.0,0.0,0.0
3954,32.95098780000003,0,8.4096,1.9025,1.5095,1.29,0.4197,0.0059,0.0043,0.0003,0.0536,0.0672,0.0403,0.0402,0.0997,0.0003,0.0072,0.0034,0.0018,0.0003,0.0175,0.1083,0.0006,0.0001,0.0061,0.3379,0.0254,0.0,0.0027,0.0,0.0,0.0,0.0,0.0234,0.0306,0.006,0.0,0.0,0.0,89.0,16.0,10.0,63.0,21.0,0.0,2.0,1.0,6.0,14.0,0.0,6.0,2.0,3.0,16.0,5.0,9.0,0.0,0.0,0.0,14.0,59.0,15.0,8.0,2.0,1.0,0.0,16.0,13.0,3.0,3.0,0.0,0.0,0.0
3955,32.95939740000003,0,8.2458,1.7933,1.4592,1.3606,0.362,0.0048,0.0058,0.0003,0.0413,0.0548,0.0391,0.0389,0.0953,0.0001,0.0066,0.0029,0.0007,0.0002,0.0138,0.0916,0.0006,0.0,0.0049,0.2946,0.0185,0.0001,0.003,0.0,0.0,0.0,0.0,0.0221,0.0296,0.0052,0.0,0.0,0.0,89.0,16.0,10.0,63.0,21.0,0.0,2.0,1.0,6.0,14.0,0.0,6.0,2.0,1.0,16.0,5.0,4.0,0.0,0.0,0.0,14.0,59.0,15.0,8.0,2.0,1.0,0.0,16.0,13.0,3.0,3.0,0.0,0.0,0.0
3956,32.967643200000026,0,8.3847,2.119,1.5104,1.4686,0.415,0.0052,0.0037,0.0002,0.0444,0.0562,0.0389,0.0448,0.1074,0.0003,0.008,0.0067,0.0007,0.0002,0.0154,0.1174,0.0005,0.0002,0.0051,0.3423,0.0205,0.0,0.0024,0.0,0.0,0.0,0.0,0.0269,0.0379,0.0066,0.0,0.0,0.0,89.0,16.0,10.0,63.0,21.0,0.0,2.0,1.0,8.0,14.0,0.0,8.0,2.0,3.0,19.0,7.0,9.0,0.0,0.0,0.0,14.0,66.0,19.0,8.0,2.0,1.0,0.0,16.0,13.0,3.0,3.0,0.0,0.0,0.0
3957,32.97602790000003,0,8.4117,1.919,1.5564,1.2512,0.4489,0.0084,0.0051,0.0003,0.0523,0.07,0.0428,0.0419,0.1064,0.0001,0.0074,0.0052,0.0007,0.0001,0.0163,0.1222,0.0008,0.0001,0.0056,0.3594,0.0258,0.0,0.0028,0.0,0.0,0.0,0.0,0.028,0.0365,0.0061,0.0,0.0,0.0,89.0,16.0,10.0,63.0,21.0,0.0,2.0,1.0,9.0,14.0,0.0,9.0,3.0,3.0,21.0,7.0,9.0,0.0,0.0,0.0,14.0,67.0,20.0,8.0,2.0,1.0,0.0,16.0,13.0,3.0,3.0,0.0,0.0,0.0
